18:11,0,2
17:21,1,2
17:21,2,2
16:10,3,2
14:35,3,4
13:41,3,7
12:58,3,9
12:49,6,9
12:17,6,12
11:24,6,13
10:31,6,15
10:15,7,15
9:54,7,16
9:54,7,17
9:34,10,17
9:05,13,17
8:35,13,19
8:21,16,19
7:33,19,19
7:02,19,21
6:39,21,21
5:22,22,21
5:22,23,21
4:53,25,21
4:25,25,24
3:14,27,24
3:00,27,27
2:29,28,27
2:29,29,27
1:29,29,29
0:01,29,32
